long,lat,group,order,region,subregion
-73.5516586303711,45.489845275878906,26,425,Canada,11
-73.5665054321289,45.469093322753906,26,426,Canada,11
-71.0257339477539,46.872947692871094,27,428,Canada,15
-71.11665344238281,46.864845275878906,27,429,Canada,15
-71.094970703125,46.89956283569336,27,430,Canada,15
-70.9708480834961,46.96142578125,27,431,Canada,15
-70.879638671875,46.99609375,27,432,Canada,15
-70.8257827758789,46.995361328125,27,433,Canada,15
-70.9134750366211,46.91952896118164,27,434,Canada,15
-71.0257339477539,46.872947692871094,27,435,Canada,15
-61.10517501831055,45.944725036621094,28,437,Canada,Cape Breton Island
-61.07133865356445,45.937110900878906,28,438,Canada,Cape Breton Island
-60.93656921386719,45.98554611206055,28,439,Canada,Cape Breton Island
-60.865238189697266,45.983497619628906,28,440,Canada,Cape Breton Island
-60.868404388427734,45.948631286621094,28,441,Canada,Cape Breton Island
-60.98427963256836,45.91069412231445,28,442,Canada,Cape Breton Island
-61.03754806518555,45.882225036621094,28,443,Canada,Cape Breton Island
-60.970603942871094,45.855812072753906,28,444,Canada,Cape Breton Island
-60.971534729003906,45.83798599243164,28,445,Canada,Cape Breton Island
-61.05195236206055,45.79501724243164,28,446,Canada,Cape Breton Island
-61.09208679199219,45.748390197753906,28,447,Canada,Cape Breton Island
-61.05903625488281,45.703369140625,28,448,Canada,Cape Breton Island
-60.93037033081055,45.74770736694336,28,449,Canada,Cape Breton Island
-60.877586364746094,45.74809646606445,28,450,Canada,Cape Breton Island
-60.80609893798828,45.73808670043945,28,451,Canada,Cape Breton Island
-60.73788833618164,45.75141906738281,28,452,Canada,Cape Breton Island
-60.69906997680664,45.773338317871094,28,453,Canada,Cape Breton Island
-60.47236251831055,45.946533203125,28,454,Canada,Cape Breton Island
-60.460594177246094,45.96870040893555,28,455,Canada,Cape Breton Island
-60.70488357543945,45.93291091918945,28,456,Canada,Cape Breton Island
-60.733299255371094,45.95659255981445,28,457,Canada,Cape Breton Island
-60.57319259643555,46.06142807006836,28,458,Canada,Cape Breton Island
-60.58574676513672,46.11665344238281,28,459,Canada,Cape Breton Island
